Label,Site,Genus,Treatment,Genotype,Color_type,Color,Name,Area1,Mean_frag,StdDev1,Mode1,Min1,Max1,MinThr1,MaxThr1,Label_match
DL_Poc_T2_DL05.jpg_RGB,DL,Poc,T2,DL05,RGB,G,DL_Poc_T2_DL05.jpg_RGB_02,209451,37.935,16.386,30,0,95,0,255,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_RGB,DL,Poc,T2,DL05,RGB,B,DL_Poc_T2_DL05.jpg_RGB_03,209451,26.939,18.209,18,0,94,0,255,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_LAB,DL,Poc,T2,DL05,LAB,R,DL_Poc_T2_DL05.jpg_LAB_04,209451,16.825,7.416,14.22,0,39.356,-3.40E+38,3.40E+38,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_LAB,DL,Poc,T2,DL05,LAB,G,DL_Poc_T2_DL05.jpg_LAB_05,209451,6.695,3.689,5.685,-9.664,15.604,-3.40E+38,3.40E+38,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_LAB,DL,Poc,T2,DL05,LAB,B,DL_Poc_T2_DL05.jpg_LAB_06,209451,10.126,4.27,12.835,-6.919,24.012,-3.40E+38,3.40E+38,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_HSB,DL,Poc,T2,DL05,HSB,R,DL_Poc_T2_DL05.jpg_HSB_07,209451,22.459,29.802,20,0,253,0,255,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_HSB,DL,Poc,T2,DL05,HSB,G,DL_Poc_T2_DL05.jpg_HSB_08,209451,140.427,51.431,170,0,255,0,255,DL_Poc_T2_DL05
DL_Poc_T2_DL05.jpg_HSB,DL,Poc,T2,DL05,HSB,B,DL_Poc_T2_DL05.jpg_HSB_09,209451,55.586,16.664,56,0,109,0,255,DL_Poc_T2_DL05
DL_Poc_T2_DL06.jpg_RGB,DL,Poc,T2,DL06,RGB,R,DL_Poc_T2_DL06.jpg_RGB_01,131288,65.831,19.215,75,0,116,0,255,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_RGB,DL,Poc,T2,DL06,RGB,G,DL_Poc_T2_DL06.jpg_RGB_02,131288,49.99,17.704,50,0,102,0,255,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_RGB,DL,Poc,T2,DL06,RGB,B,DL_Poc_T2_DL06.jpg_RGB_03,131288,35.492,19.746,27,0,102,0,255,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_LAB,DL,Poc,T2,DL06,LAB,R,DL_Poc_T2_DL06.jpg_LAB_04,131288,22.066,7.972,23.189,0,42.252,-3.40E+38,3.40E+38,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_LAB,DL,Poc,T2,DL06,LAB,G,DL_Poc_T2_DL06.jpg_LAB_05,131288,5.155,3.17,6.921,-9.901,13.695,-3.40E+38,3.40E+38,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_LAB,DL,Poc,T2,DL06,LAB,B,DL_Poc_T2_DL06.jpg_LAB_06,131288,11.839,6.106,17.163,-7.42,22.057,-3.40E+38,3.40E+38,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_HSB,DL,Poc,T2,DL06,HSB,R,DL_Poc_T2_DL06.jpg_HSB_07,131288,30.649,39.276,20,0,252,0,255,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_HSB,DL,Poc,T2,DL06,HSB,G,DL_Poc_T2_DL06.jpg_HSB_08,131288,123.063,55.442,153,0,255,0,255,DL_Poc_T2_DL06
DL_Poc_T2_DL06.jpg_HSB,DL,Poc,T2,DL06,HSB,B,DL_Poc_T2_DL06.jpg_HSB_09,131288,66.303,18.726,75,0,116,0,255,DL_Poc_T2_DL06
DL_Poc_T2_DL07.jpg_RGB,DL,Poc,T2,DL07,RGB,R,DL_Poc_T2_DL07.jpg_RGB_01,205615,89.446,17.521,84,0,139,0,255,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_RGB,DL,Poc,T2,DL07,RGB,G,DL_Poc_T2_DL07.jpg_RGB_02,205615,69.092,17.83,59,6,122,0,255,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_RGB,DL,Poc,T2,DL07,RGB,B,DL_Poc_T2_DL07.jpg_RGB_03,205615,49.076,22.932,34,0,122,0,255,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_LAB,DL,Poc,T2,DL07,LAB,R,DL_Poc_T2_DL07.jpg_LAB_04,205615,30.908,7.479,26.959,1.626,50.571,-3.40E+38,3.40E+38,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_LAB,DL,Poc,T2,DL07,LAB,G,DL_Poc_T2_DL07.jpg_LAB_05,205615,6.036,3.171,7.132,-10.58,14.822,-3.40E+38,3.40E+38,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_LAB,DL,Poc,T2,DL07,LAB,B,DL_Poc_T2_DL07.jpg_LAB_06,205615,15.588,6.236,20.126,-6.482,26.504,-3.40E+38,3.40E+38,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_HSB,DL,Poc,T2,DL07,HSB,R,DL_Poc_T2_DL07.jpg_HSB_07,205615,25.155,24.176,22,0,253,0,255,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_HSB,DL,Poc,T2,DL07,HSB,G,DL_Poc_T2_DL07.jpg_HSB_08,205615,119.876,47.458,153,0,255,0,255,DL_Poc_T2_DL07
DL_Poc_T2_DL07.jpg_HSB,DL,Poc,T2,DL07,HSB,B,DL_Poc_T2_DL07.jpg_HSB_09,205615,89.797,17.022,84,8,139,0,255,DL_Poc_T2_DL07
DL_Poc_T2_DL08.jpg_RGB,DL,Poc,T2,DL08,RGB,R,DL_Poc_T2_DL08.jpg_RGB_01,146436,76.339,22.662,95,0,133,0,255,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_RGB,DL,Poc,T2,DL08,RGB,G,DL_Poc_T2_DL08.jpg_RGB_02,146436,57.827,22.256,69,0,116,0,255,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_RGB,DL,Poc,T2,DL08,RGB,B,DL_Poc_T2_DL08.jpg_RGB_03,146436,42.199,24.908,17,0,113,0,255,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_LAB,DL,Poc,T2,DL08,LAB,R,DL_Poc_T2_DL08.jpg_LAB_04,146436,25.766,9.775,16.84,0.35,47.517,-3.40E+38,3.40E+38,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_LAB,DL,Poc,T2,DL08,LAB,G,DL_Poc_T2_DL08.jpg_LAB_05,146436,6.097,3.337,7.667,-10.948,16.052,-3.40E+38,3.40E+38,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_LAB,DL,Poc,T2,DL08,LAB,B,DL_Poc_T2_DL08.jpg_LAB_06,146436,12.864,5.787,17.583,-5.335,22.536,-3.40E+38,3.40E+38,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_HSB,DL,Poc,T2,DL08,HSB,R,DL_Poc_T2_DL08.jpg_HSB_07,146436,23.483,24.354,20,0,253,0,255,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_HSB,DL,Poc,T2,DL08,HSB,G,DL_Poc_T2_DL08.jpg_HSB_08,146436,124.124,53.767,170,0,255,0,255,DL_Poc_T2_DL08
DL_Poc_T2_DL08.jpg_HSB,DL,Poc,T2,DL08,HSB,B,DL_Poc_T2_DL08.jpg_HSB_09,146436,76.7,22.4,95,4,133,0,255,DL_Poc_T2_DL08
DL_Poc_T2_DL09.jpg_RGB,DL,Poc,T2,DL09,RGB,R,DL_Poc_T2_DL09.jpg_RGB_01,281576,58.207,20.634,42,0,112,0,255,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_RGB,DL,Poc,T2,DL09,RGB,G,DL_Poc_T2_DL09.jpg_RGB_02,281576,42.776,19.411,24,0,96,0,255,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_RGB,DL,Poc,T2,DL09,RGB,B,DL_Poc_T2_DL09.jpg_RGB_03,281576,29.005,19.956,10,0,95,0,255,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_LAB,DL,Poc,T2,DL09,LAB,R,DL_Poc_T2_DL09.jpg_LAB_04,281576,18.619,8.963,8.216,0.311,39.605,-3.40E+38,3.40E+38,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_LAB,DL,Poc,T2,DL09,LAB,G,DL_Poc_T2_DL09.jpg_LAB_05,281576,5.135,2.114,5.948,-9.386,11.89,-3.40E+38,3.40E+38,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_LAB,DL,Poc,T2,DL09,LAB,B,DL_Poc_T2_DL09.jpg_LAB_06,281576,11.085,4.542,11.708,-5.314,23.075,-3.40E+38,3.40E+38,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_HSB,DL,Poc,T2,DL09,HSB,R,DL_Poc_T2_DL09.jpg_HSB_07,281576,21.18,15.493,20,0,252,0,255,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_HSB,DL,Poc,T2,DL09,HSB,G,DL_Poc_T2_DL09.jpg_HSB_08,281576,139.565,51.54,170,0,255,0,255,DL_Poc_T2_DL09
DL_Poc_T2_DL09.jpg_HSB,DL,Poc,T2,DL09,HSB,B,DL_Poc_T2_DL09.jpg_HSB_09,281576,58.305,20.603,42,3,112,0,255,DL_Poc_T2_DL09
DL_Poc_T2_DL10.jpg_RGB,DL,Poc,T2,DL10,RGB,R,DL_Poc_T2_DL10.jpg_RGB_01,199351,81.501,14.508,83,0,132,0,255,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_RGB,DL,Poc,T2,DL10,RGB,G,DL_Poc_T2_DL10.jpg_RGB_02,199351,56.585,15.223,46,0,115,0,255,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_RGB,DL,Poc,T2,DL10,RGB,B,DL_Poc_T2_DL10.jpg_RGB_03,199351,41.312,18.356,29,0,112,0,255,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_LAB,DL,Poc,T2,DL10,LAB,R,DL_Poc_T2_DL10.jpg_LAB_04,199351,26.19,6.345,24.765,1.754,47.597,-3.40E+38,3.40E+38,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_LAB,DL,Poc,T2,DL10,LAB,G,DL_Poc_T2_DL10.jpg_LAB_05,199351,9.133,3.715,10.014,-10.721,17.143,-3.40E+38,3.40E+38,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_LAB,DL,Poc,T2,DL10,LAB,B,DL_Poc_T2_DL10.jpg_LAB_06,199351,14.095,4.384,15.943,-5.332,21.564,-3.40E+38,3.40E+38,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_HSB,DL,Poc,T2,DL10,HSB,R,DL_Poc_T2_DL10.jpg_HSB_07,199351,18.907,19.185,16,0,253,0,255,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_HSB,DL,Poc,T2,DL10,HSB,G,DL_Poc_T2_DL10.jpg_HSB_08,199351,129.746,39.453,150,0,255,0,255,DL_Poc_T2_DL10
DL_Poc_T2_DL10.jpg_HSB,DL,Poc,T2,DL10,HSB,B,DL_Poc_T2_DL10.jpg_HSB_09,199351,81.779,14.141,83,8,132,0,255,DL_Poc_T2_DL10
DL_Poc_T3_DL01.jpg_RGB,DL,Poc,T3,DL01,RGB,R,DL_Poc_T3_DL01.jpg_RGB_01,229340,78.726,17.672,68,2,125,0,255,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_RGB,DL,Poc,T3,DL01,RGB,G,DL_Poc_T3_DL01.jpg_RGB_02,229340,63.466,18.896,50,0,111,0,255,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_RGB,DL,Poc,T3,DL01,RGB,B,DL_Poc_T3_DL01.jpg_RGB_03,229340,45.906,21.624,32,0,109,0,255,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_LAB,DL,Poc,T3,DL01,LAB,R,DL_Poc_T3_DL01.jpg_LAB_04,229340,27.85,8.122,22.227,0.643,46.121,-3.40E+38,3.40E+38,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_LAB,DL,Poc,T3,DL01,LAB,G,DL_Poc_T3_DL01.jpg_LAB_05,229340,3.992,1.614,4.834,-8.163,9.969,-3.40E+38,3.40E+38,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_LAB,DL,Poc,T3,DL01,LAB,B,DL_Poc_T3_DL01.jpg_LAB_06,229340,13.344,4.399,14.666,-5.685,21.954,-3.40E+38,3.40E+38,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_HSB,DL,Poc,T3,DL01,HSB,R,DL_Poc_T3_DL01.jpg_HSB_07,229340,22.501,9.876,23,0,252,0,255,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_HSB,DL,Poc,T3,DL01,HSB,G,DL_Poc_T3_DL01.jpg_HSB_08,229340,113.016,42.995,127,0,255,0,255,DL_Poc_T3_DL01
DL_Poc_T3_DL01.jpg_HSB,DL,Poc,T3,DL01,HSB,B,DL_Poc_T3_DL01.jpg_HSB_09,229340,78.766,17.628,68,11,125,0,255,DL_Poc_T3_DL01
DL_Poc_T3_DL02.jpg_RGB,DL,Poc,T3,DL02,RGB,R,DL_Poc_T3_DL02.jpg_RGB_01,223889,75.127,19.476,88,1,124,0,255,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_RGB,DL,Poc,T3,DL02,RGB,G,DL_Poc_T3_DL02.jpg_RGB_02,223889,59.458,19.862,68,0,109,0,255,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_RGB,DL,Poc,T3,DL02,RGB,B,DL_Poc_T3_DL02.jpg_RGB_03,223889,42.498,22.803,18,0,112,0,255,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_LAB,DL,Poc,T3,DL02,LAB,R,DL_Poc_T3_DL02.jpg_LAB_04,223889,26.147,8.686,28.883,0.843,45.29,-3.40E+38,3.40E+38,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_LAB,DL,Poc,T3,DL02,LAB,G,DL_Poc_T3_DL02.jpg_LAB_05,223889,4.473,2.339,5.391,-12.642,11.093,-3.40E+38,3.40E+38,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_LAB,DL,Poc,T3,DL02,LAB,B,DL_Poc_T3_DL02.jpg_LAB_06,223889,13.107,5.508,17.568,-6.702,22.674,-3.40E+38,3.40E+38,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_HSB,DL,Poc,T3,DL02,HSB,R,DL_Poc_T3_DL02.jpg_HSB_07,223889,26.738,26.486,23,0,252,0,255,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_HSB,DL,Poc,T3,DL02,HSB,G,DL_Poc_T3_DL02.jpg_HSB_08,223889,119.996,51.672,153,0,255,0,255,DL_Poc_T3_DL02
DL_Poc_T3_DL02.jpg_HSB,DL,Poc,T3,DL02,HSB,B,DL_Poc_T3_DL02.jpg_HSB_09,223889,75.468,19.21,88,13,124,0,255,DL_Poc_T3_DL02
DL_Poc_T3_DL03.jpg_RGB,DL,Poc,T3,DL03,RGB,R,DL_Poc_T3_DL03.jpg_RGB_01,141078,79.164,20.45,97,0,127,0,255,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_RGB,DL,Poc,T3,DL03,RGB,G,DL_Poc_T3_DL03.jpg_RGB_02,141078,62.031,20.036,73,0,113,0,255,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_RGB,DL,Poc,T3,DL03,RGB,B,DL_Poc_T3_DL03.jpg_RGB_03,141078,44.189,21.054,52,0,118,0,255,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_LAB,DL,Poc,T3,DL03,LAB,R,DL_Poc_T3_DL03.jpg_LAB_04,141078,27.436,8.75,32.523,0.311,47.032,-3.40E+38,3.40E+38,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_LAB,DL,Poc,T3,DL03,LAB,G,DL_Poc_T3_DL03.jpg_LAB_05,141078,4.952,2.395,5.815,-8.319,20.979,-3.40E+38,3.40E+38,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_LAB,DL,Poc,T3,DL03,LAB,B,DL_Poc_T3_DL03.jpg_LAB_06,141078,13.795,6.623,17.592,-14.094,26.162,-3.40E+38,3.40E+38,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_HSB,DL,Poc,T3,DL03,HSB,R,DL_Poc_T3_DL03.jpg_HSB_07,141078,36.222,51.687,23,0,253,0,255,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_HSB,DL,Poc,T3,DL03,HSB,G,DL_Poc_T3_DL03.jpg_HSB_08,141078,118.583,45.9,127,0,255,0,255,DL_Poc_T3_DL03
DL_Poc_T3_DL03.jpg_HSB,DL,Poc,T3,DL03,HSB,B,DL_Poc_T3_DL03.jpg_HSB_09,141078,79.469,20.153,97,4,127,0,255,DL_Poc_T3_DL03
DL_Poc_T3_DL04.jpg_RGB,DL,Poc,T3,DL04,RGB,R,DL_Poc_T3_DL04.jpg_RGB_01,264741,70.492,22.054,77,0,128,0,255,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_RGB,DL,Poc,T3,DL04,RGB,G,DL_Poc_T3_DL04.jpg_RGB_02,264741,50.581,20.344,46,0,107,0,255,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_RGB,DL,Poc,T3,DL04,RGB,B,DL_Poc_T3_DL04.jpg_RGB_03,264741,38.082,21.677,27,0,111,0,255,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_LAB,DL,Poc,T3,DL04,LAB,R,DL_Poc_T3_DL04.jpg_LAB_04,264741,22.81,9.174,21.726,0.099,44.57,-3.40E+38,3.40E+38,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_LAB,DL,Poc,T3,DL04,LAB,G,DL_Poc_T3_DL04.jpg_LAB_05,264741,7.261,3.415,10.19,-10.524,19.521,-3.40E+38,3.40E+38,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_LAB,DL,Poc,T3,DL04,LAB,B,DL_Poc_T3_DL04.jpg_LAB_06,264741,11.305,4.563,13.027,-6.738,23.651,-3.40E+38,3.40E+38,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_HSB,DL,Poc,T3,DL04,HSB,R,DL_Poc_T3_DL04.jpg_HSB_07,264741,20.822,25.401,18,0,253,0,255,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_HSB,DL,Poc,T3,DL04,HSB,G,DL_Poc_T3_DL04.jpg_HSB_08,264741,126.079,49.987,127,0,255,0,255,DL_Poc_T3_DL04
DL_Poc_T3_DL04.jpg_HSB,DL,Poc,T3,DL04,HSB,B,DL_Poc_T3_DL04.jpg_HSB_09,264741,70.735,21.821,77,1,128,0,255,DL_Poc_T3_DL04
DL_Poc_T3_DL05.jpg_RGB,DL,Poc,T3,DL05,RGB,R,DL_Poc_T3_DL05.jpg_RGB_01,285490,98.167,16.338,106,15,151,0,255,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_RGB,DL,Poc,T3,DL05,RGB,G,DL_Poc_T3_DL05.jpg_RGB_02,285490,77.197,18.037,76,18,135,0,255,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_RGB,DL,Poc,T3,DL05,RGB,B,DL_Poc_T3_DL05.jpg_RGB_03,285490,59.715,21.628,46,0,137,0,255,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_LAB,DL,Poc,T3,DL05,LAB,R,DL_Poc_T3_DL05.jpg_LAB_04,285490,34.484,7.255,33.521,7.375,54.346,-3.40E+38,3.40E+38,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_LAB,DL,Poc,T3,DL05,LAB,G,DL_Poc_T3_DL05.jpg_LAB_05,285490,6.379,3.657,8.648,-15.508,17.473,-3.40E+38,3.40E+38,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_LAB,DL,Poc,T3,DL05,LAB,B,DL_Poc_T3_DL05.jpg_LAB_06,285490,13.942,4.977,17.27,-8.866,23.224,-3.40E+38,3.40E+38,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_HSB,DL,Poc,T3,DL05,HSB,R,DL_Poc_T3_DL05.jpg_HSB_07,285490,23.691,24.426,18,0,252,0,255,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_HSB,DL,Poc,T3,DL05,HSB,G,DL_Poc_T3_DL05.jpg_HSB_08,285490,105.584,35.282,127,0,255,0,255,DL_Poc_T3_DL05
DL_Poc_T3_DL05.jpg_HSB,DL,Poc,T3,DL05,HSB,B,DL_Poc_T3_DL05.jpg_HSB_09,285490,98.781,15.631,105,34,151,0,255,DL_Poc_T3_DL05
DL_Poc_T3_DL06.jpg_RGB,DL,Poc,T3,DL06,RGB,R,DL_Poc_T3_DL06.jpg_RGB_01,492493,133.266,18.829,139,0,174,0,255,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_RGB,DL,Poc,T3,DL06,RGB,G,DL_Poc_T3_DL06.jpg_RGB_02,492493,123.996,20.386,124,6,162,0,255,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_RGB,DL,Poc,T3,DL06,RGB,B,DL_Poc_T3_DL06.jpg_RGB_03,492493,112.518,27.817,145,0,162,0,255,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_LAB,DL,Poc,T3,DL06,LAB,R,DL_Poc_T3_DL06.jpg_LAB_04,492493,52.445,8.069,54.018,1.335,64.803,-3.40E+38,3.40E+38,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_LAB,DL,Poc,T3,DL06,LAB,G,DL_Poc_T3_DL06.jpg_LAB_05,492493,1.754,2.246,0.055,-12.352,12.366,-3.40E+38,3.40E+38,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_LAB,DL,Poc,T3,DL06,LAB,B,DL_Poc_T3_DL06.jpg_LAB_06,492493,7.708,7.512,-0.03,-6.67,29.116,-3.40E+38,3.40E+38,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_HSB,DL,Poc,T3,DL06,HSB,R,DL_Poc_T3_DL06.jpg_HSB_07,492493,43.811,61.045,0,0,252,0,255,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_HSB,DL,Poc,T3,DL06,HSB,G,DL_Poc_T3_DL06.jpg_HSB_08,492493,42.695,37.632,0,0,255,0,255,DL_Poc_T3_DL06
DL_Poc_T3_DL06.jpg_HSB,DL,Poc,T3,DL06,HSB,B,DL_Poc_T3_DL06.jpg_HSB_09,492493,133.753,17.993,139,8,174,0,255,DL_Poc_T3_DL06
DL_Poc_T3_DL07.jpg_RGB,DL,Poc,T3,DL07,RGB,R,DL_Poc_T3_DL07.jpg_RGB_01,429818,124.452,15.85,125,0,159,0,255,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_RGB,DL,Poc,T3,DL07,RGB,G,DL_Poc_T3_DL07.jpg_RGB_02,429818,115.18,17.243,125,0,142,0,255,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_RGB,DL,Poc,T3,DL07,RGB,B,DL_Poc_T3_DL07.jpg_RGB_03,429818,102.578,20.724,116,0,145,0,255,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_LAB,DL,Poc,T3,DL07,LAB,R,DL_Poc_T3_DL07.jpg_LAB_04,429818,48.935,6.917,52.315,0,58.611,-3.40E+38,3.40E+38,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_LAB,DL,Poc,T3,DL07,LAB,G,DL_Poc_T3_DL07.jpg_LAB_05,429818,1.475,2.247,0.795,-8.214,25.953,-3.40E+38,3.40E+38,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_LAB,DL,Poc,T3,DL07,LAB,B,DL_Poc_T3_DL07.jpg_LAB_06,429818,8.35,5.062,10.72,-6.231,34.136,-3.40E+38,3.40E+38,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_HSB,DL,Poc,T3,DL07,HSB,R,DL_Poc_T3_DL07.jpg_HSB_07,429818,28.596,26.954,24,0,250,0,255,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_HSB,DL,Poc,T3,DL07,HSB,G,DL_Poc_T3_DL07.jpg_HSB_08,429818,45.946,29.204,34,0,255,0,255,DL_Poc_T3_DL07
DL_Poc_T3_DL07.jpg_HSB,DL,Poc,T3,DL07,HSB,B,DL_Poc_T3_DL07.jpg_HSB_09,429818,124.635,15.378,125,0,159,0,255,DL_Poc_T3_DL07
DL_Poc_T3_DL08.jpg_RGB,DL,Poc,T3,DL08,RGB,R,DL_Poc_T3_DL08.jpg_RGB_01,119646,104.624,26.991,121,0,155,0,255,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_RGB,DL,Poc,T3,DL08,RGB,G,DL_Poc_T3_DL08.jpg_RGB_02,119646,89.648,22.982,100,7,135,0,255,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_RGB,DL,Poc,T3,DL08,RGB,B,DL_Poc_T3_DL08.jpg_RGB_03,119646,73.392,23.089,76,0,134,0,255,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_LAB,DL,Poc,T3,DL08,LAB,R,DL_Poc_T3_DL08.jpg_LAB_04,119646,38.925,10.047,42.39,1.452,55.614,-3.40E+38,3.40E+38,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_LAB,DL,Poc,T3,DL08,LAB,G,DL_Poc_T3_DL08.jpg_LAB_05,119646,3.563,3.003,3.89,-8.961,18.802,-3.40E+38,3.40E+38,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_LAB,DL,Poc,T3,DL08,LAB,B,DL_Poc_T3_DL08.jpg_LAB_06,119646,11.664,7.008,17.119,-5.251,30.209,-3.40E+38,3.40E+38,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_HSB,DL,Poc,T3,DL08,HSB,R,DL_Poc_T3_DL08.jpg_HSB_07,119646,37.512,46.971,23,0,250,0,255,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_HSB,DL,Poc,T3,DL08,HSB,G,DL_Poc_T3_DL08.jpg_HSB_08,119646,75.958,38.719,85,0,255,0,255,DL_Poc_T3_DL08
DL_Poc_T3_DL08.jpg_HSB,DL,Poc,T3,DL08,HSB,B,DL_Poc_T3_DL08.jpg_HSB_09,119646,105.172,26.141,121,7,155,0,255,DL_Poc_T3_DL08
DL_Poc_T3_DL09.jpg_RGB,DL,Poc,T3,DL09,RGB,R,DL_Poc_T3_DL09.jpg_RGB_01,417441,102.567,22.532,117,10,145,0,255,DL_Poc_T3_DL09
DL_Poc_T3_DL09.jpg_RGB,DL,Poc,T3,DL09,RGB,G,DL_Poc_T3_DL09.jpg_RGB_02,417441,98.188,28.18,117,13,136,0,255,DL_Poc_T3_DL09
DL_Poc_T3_DL09.jpg_RGB,DL,Poc,T3,DL09,RGB,B,DL_Poc_T3_DL09.jpg_RGB_03,417441,94.899,35.343,119,0,136,0,255,DL_Poc_T3_DL09
DL_Poc_T3_DL09.jpg_LAB,DL,Poc,T3,DL09,LAB,R,DL_Poc_T3_DL09.jpg_LAB_04,417441,41.695,11.516,49.345,4.67,55.614,-3.40E+38,3.40E+38,DL_Poc_T3_DL09
DL_Poc_T3_DL09.jpg_LAB,DL,Poc,T3,DL09,LAB,G,DL_Poc_T3_DL09.jpg_LAB_05,417441,1.513,2.625,0.419,-13.295,11.693,-3.40E+38,3.40E+38,DL_Poc_T3_DL09
